,1_year,2_year,3_year,4_year,5_year
59,0.30064155754791444,0.4043187684909063,0.4663323091337476,0.5016838691571299,0.5284372880145668
60,0.3006697286688384,0.4043317896324578,0.4663497967899704,0.5016992485891559,0.5284867739977868
61,0.3006603155400978,0.40443014943243843,0.466289511987477,0.5015928763461748,0.5282434596903364
62,0.3006603155400978,0.40443014943243843,0.466289511987477,0.5015928763461748,0.5282434596903364
63,0.30011073102248237,0.4038598916925913,0.4657521337605342,0.5013303331154121,0.5280204226941979
64,0.30012812613088424,0.40418947057016397,0.4661245174385439,0.5012546482450041,0.5280799917107035
65,0.3002013527778864,0.4042507220996611,0.4661707967065749,0.5012840655024473,0.5281214945206661
66,0.300056423526665,0.4041889079887813,0.4662019712222632,0.501395265100369,0.5283290241939627
67,0.3000223694064327,0.40414250019785414,0.4661406536085462,0.5013272544579253,0.528248926010235
68,0.299904452144036,0.4043476311128052,0.466068873163623,0.5013420101662893,0.5282531316311863
69,0.299828460189272,0.4043299061443003,0.4660555752258809,0.5013252669252309,0.5282789966509466
70,0.2998063527847626,0.40431272881982155,0.4660234899328859,0.501287232450232,0.5282152006831767
71,0.2998063527847626,0.40431272881982155,0.4660234899328859,0.501287232450232,0.5282152006831767
72,0.29980543997534287,0.4042912786532951,0.465976544584944,0.5012193844726723,0.5281424449869403
73,0.29986236898586155,0.40432336923094125,0.46595193213949104,0.501165675344472,0.5280458280765166
74,0.29986236898586155,0.40432336923094125,0.46595193213949104,0.501165675344472,0.5280458280765166
75,0.2999827182303468,0.4044175944433898,0.46598817434985085,0.5011729898540114,0.5280500485825819
76,0.2999827182303468,0.4044175944433898,0.46598817434985085,0.5011729898540114,0.5280500485825819
77,0.29998751932105105,0.40442637961453426,0.4659960495506691,0.5011804082120551,0.5280571370129206
78,0.29998751932105105,0.40442637961453426,0.4659960495506691,0.5011804082120551,0.5280571370129206
79,0.29998751932105105,0.40442637961453426,0.4659960495506691,0.5011804082120551,0.5280571370129206
80,0.299997120119803,0.4044258854003841,0.466000497011392,0.5011802318632724,0.5280523553071103
81,0.299997120119803,0.4044258854003841,0.466000497011392,0.5011802318632724,0.5280523553071103
82,0.2998327998853485,0.4043753470294281,0.46583131652223697,0.5009134251214187,0.5276987674387106
83,0.2998327998853485,0.4043753470294281,0.46583131652223697,0.5009134251214187,0.5276987674387106
84,0.2998327998853485,0.4043753470294281,0.46583131652223697,0.5009134251214187,0.5276987674387106
85,0.2998461935286644,0.40437698474384315,0.4658366507948898,0.5009132623513164,0.527693141038662
86,0.2998433440317897,0.40437200937017753,0.46583503518607644,0.5009056895118185,0.5276964476111496
87,0.2998433440317897,0.40437200937017753,0.46583503518607644,0.5009056895118185,0.5276964476111496
88,0.2998529102752679,0.4043715240389419,0.46582647261565674,0.500890709895787,0.5276748396703724
89,0.2998529102752679,0.4043715240389419,0.46582647261565674,0.500890709895787,0.5276748396703724
90,0.2998691611991328,0.4043998490465514,0.46585086738276676,0.5009128285811824,0.5276950666576437
91,0.299887314259521,0.404412825606819,0.46586047721214485,0.5009201543484714,0.5277002452846148
92,0.299887314259521,0.404412825606819,0.46586047721214485,0.5009201543484714,0.5277002452846148
93,0.299887314259521,0.404412825606819,0.46586047721214485,0.5009201543484714,0.5277002452846148
94,0.299887314259521,0.404412825606819,0.46586047721214485,0.5009201543484714,0.5277002452846148
95,0.29989113619435054,0.40441494733804645,0.4658613650252903,0.5009201270368941,0.5276993081516315
96,0.29989113619435054,0.40441494733804645,0.4658613650252903,0.5009201270368941,0.5276993081516315
97,0.29989495798319327,0.4044170689750846,0.465862252792261,0.5009200997269382,0.5276983710820549
98,0.29989495798319327,0.4044170689750846,0.465862252792261,0.5009200997269382,0.5276983710820549
99,0.29989495798319327,0.4044170689750846,0.465862252792261,0.5009200997269382,0.5276983710820549
100,0.29989495798319327,0.4044170689750846,0.465862252792261,0.5009200997269382,0.5276983710820549
